spanish	english	pos	cefr	tags
a	to, at	prep	A1.1	
a veces	sometimes	phrase	A1.1	MWU
abajo	down	adv	A1.1	
abril	April	noun	A1.1	
abrir	to open	verb	A1.1	tech
abuela	grandmother	noun	A1.1	society
abuelo	grandfather, grandmother	noun	A1.1	society
adiós	goodbye	interj	A1.1	society
agosto	August	noun	A1.1	
agua	water	noun	A1.1	food|nature
ahora	now	adv	A1.1	time
alemana	German - nationality	noun	A1.1	
alemán	German - language, German	pron	A1.1	countries
allí	there	adv	A1.1	
almuerzo	lunch	noun	A1.1	food
alta	tall	noun	A1.1	
amar	to love	verb	A1.1	society
amarilla	yellow	noun	A1.1	
americana	American	noun	A1.1	
animal	animal	noun	A1.1	nature
antes	before	adv	A1.1	time
apartamento	apartment	adv	A1.1	home
apellido	surname, last name	noun	A1.1	
aquí	here	adv	A1.1	
Argentina	Argentina	noun	A1.1	countries
arriba	up	adv	A1.1	
auto	car	noun	A1.1	
autobús	bus	noun	A1.1	travel
avión	airplane	noun	A1.1	nature|travel
ayer	yesterday	verb	A1.1	time
azul	blue	adj	A1.1	colors
año	year	noun	A1.1	health|time
baja	short	adj	A1.1	
banco	bank	noun	A1.1	finance
baño	bathroom	noun	A1.1	home
beber	to drink	verb	A1.1	food
bicicleta	bicycle	noun	A1.1	travel
bien	well	adv	A1.1	
blanca	white	noun	A1.1	
boleto	ticket	noun	A1.1	travel
bolígrafo	pen	noun	A1.1	education
bonita	pretty	noun	A1.1	
buena	good	adj	A1.1	
buenas noches	good night, good evening, night	phrase	A1.1	MWU|society
buenas tardes	good afternoon	phrase	A1.1	MWU|society|time
buenos	good	adj	A1.1	
buenos días	good morning	phrase	A1.1	MWU|society
básquetbol	basketball	noun	A1.1	media|sports
café	coffee, brown	adj	A1.1	colors
caliente	hot	adj	A1.1	food
calle	street	noun	A1.1	nature
cama	bed	noun	A1.1	home
carne	meat	noun	A1.1	food
casa	house	noun	A1.1	home
catorce	fourteen	num	A1.1	
celular	mobile phone, cell phone	verb	A1.1	tech
cena	dinner	noun	A1.1	food
cerca	near	adv	A1.1	health
cerrar	to close	verb	A1.1	tech
cien	one hundred	num	A1.1	
cinco	five	num	A1.1	
cincuenta	fifty	num	A1.1	
ciudad	city	noun	A1.1	
cocina	kitchen	noun	A1.1	home
comenzar	to begin	verb	A1.1	
comer	to eat	verb	A1.1	food
comprar	to buy	verb	A1.1	work
computadora	computer	noun	A1.1	home|work
con	with	prep	A1.1	
correo electrónico	email	phrase	A1.1	MWU|tech|work
cuaderno	notebook	noun	A1.1	education
cuarenta	forty	num	A1.1	
cuatro	four	num	A1.1	
cumpleaños	birthday	noun	A1.1	
cuándo	when	noun	A1.1	nature
cuánta	how much	noun	A1.1	
cuántas	how many	noun	A1.1	
cómo	how	noun	A1.1	
dar	to give	verb	A1.1	
de	of, from	prep	A1.1	
de nada	you're welcome	interj	A1.1	MWU|society
dentro	inside	adv	A1.1	
deporte	sport	noun	A1.1	media
derecha	right	adv	A1.1	
desayuno	breakfast	adj	A1.1	food
después	after	adv	A1.1	time
diciembre	December	noun	A1.1	
diez	ten	num	A1.1	
dinero	money	noun	A1.1	finance
dirección	address	noun	A1.1	
doce	twelve	num	A1.1	
domingo	Sunday	noun	A1.1	time
dos	two	num	A1.1	
día	day	noun	A1.1	time
dólar	dollar	verb	A1.1	finance
dónde	where	adv	A1.1	
edad	age	noun	A1.1	
el	the - masculine, the (masculine)	det	A1.1	
ella	she	pron	A1.1	
ellas	they	pron	A1.1	
en	in, on, at	prep	A1.1	
enero	January	noun	A1.1	
enfermera	nurse	noun	A1.1	
entrar	to enter	verb	A1.1	
escribir	to write	verb	A1.1	education
escuchar	to listen	verb	A1.1	education|media
escuela	school	noun	A1.1	education
España	Spain	noun	A1.1	countries|health
español	Spanish - language, Spanish	pron	A1.1	countries
española	Spanish - nationality	noun	A1.1	
estar	to be - location, condition, to be (temporary, location), to be (location)	verb	A1.1	
estudiante	student	noun	A1.1	education
estudiar	to study	verb	A1.1	education
euro	euro	noun	A1.1	finance
fea	ugly	adj	A1.1	
febrero	February	noun	A1.1	
francesa	French - nationality	noun	A1.1	
francés	French - language, French	pron	A1.1	countries
fruta	fruit	noun	A1.1	food
frío	cold	adj	A1.1	food
fuera	outside	adv	A1.1	
fútbol	soccer	noun	A1.1	media
gato	cat	noun	A1.1	
gracias	thank you	interj	A1.1	comparison
grande	big, large	adj	A1.1	
gris	gray	adj	A1.1	colors
gustar	to like	verb	A1.1	
hablar	to speak, to talk	verb	A1.1	education|society
hacer	to do, make, to make	verb	A1.1	food|work
hasta luego	see you later	phrase	A1.1	MWU|time
hasta mañana	see you tomorrow	phrase	A1.1	MWU|time
hermana	sister	noun	A1.1	society
hermano	brother, sister	noun	A1.1	society
hija	daughter	noun	A1.1	society
hijo	son, daughter	noun	A1.1	society
hola	hello	interj	A1.1	society
hombre	man	noun	A1.1	
hora	hour, time	noun	A1.1	time
hospital	hospital	noun	A1.1	
hoy	today	adv	A1.1	time
igualmente	likewise	adv	A1.1	
inglesa	English - nationality	noun	A1.1	
inglés	English - language, English	pron	A1.1	countries
internet	internet	noun	A1.1	tech
ir	to go	verb	A1.1	media|travel
italiana	Italian - nationality	noun	A1.1	
italiano	Italian - language, Italian	pron	A1.1	countries
izquierda	left	adv	A1.1	
joven	young	adj	A1.1	health
jueves	Thursday	noun	A1.1	time
jugar	to play	verb	A1.1	media
julio	July	noun	A1.1	
junio	June	noun	A1.1	
la	the - feminine, the (feminine)	det	A1.1	
las	the - feminine plural, the (feminine plural)	det	A1.1	
leche	milk	noun	A1.1	food
leer	to read	verb	A1.1	education|media
lejos	far	adv	A1.1	
libro	book	noun	A1.1	education
llegar	to arrive	verb	A1.1	food|time|travel
llover	to rain	verb	A1.1	nature
lo siento	I'm sorry	phrase	A1.1	MWU
los	the - masculine plural, the (masculine plural)	det	A1.1	
lunes	Monday	noun	A1.1	time
lápiz	pencil	noun	A1.1	education
madre	mother	noun	A1.1	society
mal	badly	adj	A1.1	
mala	bad	adj	A1.1	
maleta	suitcase	noun	A1.1	travel
manzana	apple	noun	A1.1	food
martes	Tuesday	noun	A1.1	time
marzo	March	noun	A1.1	
mayo	May	noun	A1.1	
mañana	tomorrow	adv	A1.1	time
menos	less	verb	A1.1	comparison
mes	month	noun	A1.1	time
mesa	table	noun	A1.1	home
metro	subway	noun	A1.1	travel
mi	my	pron	A1.1	
minuto	minute	noun	A1.1	time
mirar	to look, to watch	verb	A1.1	media
miércoles	Wednesday	noun	A1.1	time
muchas gracias	thank you very much	phrase	A1.1	MWU|comparison
mucho	a lot, much	verb	A1.1	
mucho gusto	nice to meet you	phrase	A1.1	MWU|work
mujer	woman	verb	A1.1	
muy	very	verb	A1.1	
más	more	verb	A1.1	comparison
médica	doctor	noun	A1.1	
México	Mexico	noun	A1.1	countries
música	music	noun	A1.1	media
naranja	orange	adj	A1.1	colors
negra	black	noun	A1.1	
niña	girl	noun	A1.1	
niño	boy, child	noun	A1.1	society
no	no, not	verb	A1.1	
noche	night	noun	A1.1	time
nombre	name	noun	A1.1	
nosotras	we	pron	A1.1	
noventa	ninety	num	A1.1	
noviembre	November	noun	A1.1	
nuestra	our	noun	A1.1	
nueva	new	adj	A1.1	
nueve	nine	num	A1.1	
nunca	never	adv	A1.1	
o	or	conj	A1.1	
ochenta	eighty	num	A1.1	
ocho	eight	num	A1.1	
octubre	October	noun	A1.1	
odiar	to hate	verb	A1.1	
oficina	office	noun	A1.1	education|work
once	eleven	num	A1.1	
padre	father	noun	A1.1	society
pagar	to pay	verb	A1.1	food
pan	bread	noun	A1.1	food
para	for, to	prep	A1.1	
pasaporte	passport	noun	A1.1	travel
país	country	noun	A1.1	countries|travel
película	movie	noun	A1.1	media
pequeña	small	adj	A1.1	
perdón	excuse me, sorry	interj	A1.1	
pero	but	conj	A1.1	discourse|glue
perro	dog	noun	A1.1	
pescado	fish	noun	A1.1	food|nature
plátano	banana	noun	A1.1	food
poco	a little, little, few	verb	A1.1	
poder	to be able to	verb	A1.1	
por	by, for, through	prep	A1.1	
por favor	please	interj	A1.1	MWU|society
por qué	why	phrase	A1.1	MWU
porque	because	conj	A1.1	discourse|glue
profesora	teacher	noun	A1.1	education
puerta	door	noun	A1.1	home
querer	to want, to love	verb	A1.1	society
quince	fifteen	num	A1.1	
quién	who	noun	A1.1	
qué	what	noun	A1.1	
radio	radio	noun	A1.1	media
recibir	to receive	verb	A1.1	tech|work
restaurante	restaurant	noun	A1.1	
roja	red	noun	A1.1	
salir	to leave	verb	A1.1	time|travel
segundo	second	noun	A1.1	time
seis	six	num	A1.1	
semana	week	noun	A1.1	time
septiembre	September	noun	A1.1	
ser	to be - essential nature, to be (permanent)	verb	A1.1	nature
sesenta	sixty	num	A1.1	
setenta	seventy	num	A1.1	
siempre	always	adv	A1.1	
siete	seven	num	A1.1	
silla	chair	noun	A1.1	health|home
sin	without	prep	A1.1	
sobre	about, on, over	prep	A1.1	
su	his, her, your formal, its, your (formal)	det	A1.1	
supermercado	supermarket	adv	A1.1	
sábado	Saturday	noun	A1.1	time
sí	yes	pron	A1.1	
tarde	late	adv	A1.1	time
tele	television, TV	noun	A1.1	
teléfono	telephone	noun	A1.1	tech
temprano	early	adv	A1.1	health|time
tener	to have	verb	A1.1	
tenis	tennis	noun	A1.1	media|sports
terminar	to end, to finish	verb	A1.1	time|work
tienda	store, shop	noun	A1.1	
trabajar	to work	verb	A1.1	education|work
trabajo	work, job	noun	A1.1	education
trece	thirteen	num	A1.1	
treinta	thirty	num	A1.1	
tren	train	noun	A1.1	travel
tres	three	num	A1.1	
tu	your - informal	pron	A1.1	
té	tea	noun	A1.1	food
tú	you - informal, you (informal)	pron	A1.1	
un	a, an - masculine, an (masculine)	det	A1.1	
una	a, an - feminine, an (feminine)	det	A1.1	
unas	some - feminine	det	A1.1	
universidad	university	noun	A1.1	education|work
uno	one	num	A1.1	
unos	some - masculine	det	A1.1	
usted	you - formal, you (formal)	pron	A1.1	
ustedes	you all - Latin America	pron	A1.1	
vacaciones	vacation	noun	A1.1	travel|work
veinte	twenty	num	A1.1	
vender	to sell	verb	A1.1	work
venir	to come	verb	A1.1	travel
ventana	window	noun	A1.1	home
ver	to see, to watch	verb	A1.1	media
verde	green	adj	A1.1	colors
viaje	trip	noun	A1.1	travel
vieja	old	adj	A1.1	
viernes	Friday	noun	A1.1	time
vivir	to live	verb	A1.1	home
vosotras	you all - Spain	pron	A1.1	health
vuestra	your - plural Spain	noun	A1.1	health
y	and	conj	A1.1	
yo	I	pron	A1.1	
él	he	pron	A1.1	
a través	through	phrase	A1.2	MWU
abrigo	coat	noun	A1.2	
aburrido	bored	adj	A1.2	health
aceite	oil	noun	A1.2	food
acostarse	to go to bed	verb	A1.2	home|reflexive
además	furthermore, besides, moreover	connector	A1.2	
aeropuerto	airport	noun	A1.2	travel
afeitarse	to shave	verb	A1.2	reflexive
afición	hobby	noun	A1.2	
al lado	next to	phrase	A1.2	MWU
alfombra	rug, carpet	noun	A1.2	
algo	something	pron	A1.2	
alguien	someone	pron	A1.2	
almohada	pillow	noun	A1.2	home
almorzar	to have lunch	verb	A1.2	food
alquiler	rent	verb	A1.2	home
alrededor	around	noun	A1.2	
anteayer	day before yesterday	verb	A1.2	time
aquella	that over there	adv	A1.2	
aquellas	those over there	adv	A1.2	
armario	closet, wardrobe	noun	A1.2	home
arroz	rice	noun	A1.2	food
ascensor	elevator	noun	A1.2	home
así	like this, in this way	noun	A1.2	
así que	so, therefore	connector	A1.2	MWU|discourse
aunque	although, even though	conj	A1.2	discourse|glue
avenida	avenue	noun	A1.2	
avergonzado	embarrassed	adj	A1.2	
azúcar	sugar	verb	A1.2	food
bailar	to dance	verb	A1.2	media
balcón	balcony	noun	A1.2	home
barato	cheap	adj	A1.2	finance|travel
barco	boat	noun	A1.2	travel
bastante	quite, enough	verb	A1.2	
bañera	bathtub	noun	A1.2	
biblioteca	library	noun	A1.2	
boca	mouth	noun	A1.2	health
bolso	purse, bag	noun	A1.2	
brazo	arm	noun	A1.2	health
bufanda	scarf	noun	A1.2	
buscar	to look for, to search	verb	A1.2	tech
cabello	hair	noun	A1.2	health
cabeza	head	noun	A1.2	health
cada	each	noun	A1.2	
cajón	drawer	noun	A1.2	home
calcetines	socks	noun	A1.2	
camisa	shirt	noun	A1.2	
campo	countryside	noun	A1.2	travel
cansado	tired	adj	A1.2	health
cantar	to sing	verb	A1.2	media
cara	face	noun	A1.2	health
carnicería	butcher shop	noun	A1.2	
caro	expensive	adj	A1.2	finance|travel
cartera	wallet	noun	A1.2	home
casi	almost	adv	A1.2	
cebolla	onion	noun	A1.2	food
cenar	to have dinner	verb	A1.2	food
centro comercial	shopping mall	phrase	A1.2	MWU
cepillarse	to brush	verb	A1.2	home|reflexive
cerradura	lock	noun	A1.2	home
chaqueta	jacket	noun	A1.2	
chocolate	chocolate	adv	A1.2	time
cierto	true, certain	adj	A1.2	
cine	cinema, movie theater	noun	A1.2	media
cocinar	to cook	verb	A1.2	food|home|media
comedor	dining room	noun	A1.2	home|travel
complicado	complicated	adj	A1.2	tech
común	common	noun	A1.2	
concierto	concert	noun	A1.2	media
conductor	driver	noun	A1.2	travel
conmigo	with me	pron	A1.2	
conocer	to know, be familiar with, to know (people, places), to meet, to get to know	verb	A1.2	society|time|travel
consigo	with oneself, with himself, herself	pron	A1.2	
contento	content, happy	adj	A1.2	
contigo	with you	pron	A1.2	
contra	against	prep	A1.2	
correcto	correct	adj	A1.2	
correos	post office	noun	A1.2	work
correr	to run	verb	A1.2	media|sports|travel
cortina	curtain	noun	A1.2	home
costar	to cost	verb	A1.2	
cuadro	painting	noun	A1.2	health
cualquiera	any	noun	A1.2	
cuenta	bill, check	noun	A1.2	food
cuidado	care, careful	noun	A1.2	
debajo	underneath	noun	A1.2	
deber	should, must	verb	A1.2	
decir	to say, tell, to tell	verb	A1.2	
dedo	finger	noun	A1.2	health
delante	in front	noun	A1.2	
demasiado	too much	adv	A1.2	
desayunar	to have breakfast	verb	A1.2	food
descuento	discount	noun	A1.2	finance
desde	from, since	prep	A1.2	time
despertar	se) (to wake up	verb	A1.2	
detrás	behind	noun	A1.2	
devolver	to return	verb	A1.2	
dibujar	to draw	verb	A1.2	education
diferente	different	adj	A1.2	home
difícil	difficult, hard	adj	A1.2	
dijo	said	noun	A1.2	
dolor	pain	noun	A1.2	health
dormir	to sleep	verb	A1.2	health
dormitorio	bedroom	noun	A1.2	home
ducha	shower	noun	A1.2	media
ducharse	to shower	verb	A1.2	home|media|reflexive
durante	during	prep	A1.2	time
encima	on top	noun	A1.2	
encontrar	to find	verb	A1.2	tech
enfermo	sick	adj	A1.2	health
enfrente	opposite	noun	A1.2	
enojado	angry	adj	A1.2	health
ensalada	salad	noun	A1.2	food
entonces	then	adv	A1.2	nature
entre	between, among	prep	A1.2	
equipaje	luggage	noun	A1.2	travel
esa	that	det	A1.2	
esas	those	det	A1.2	
escalera	stairs	noun	A1.2	home
espalda	back	noun	A1.2	health
especial	special	noun	A1.2	
espejo	mirror	noun	A1.2	
esquina	corner	noun	A1.2	
esta	this	det	A1.2	
estación	season, station	noun	A1.2	media|nature|travel
estación de autobuses	bus station	phrase	A1.2	MWU|travel
estación de tren	train station	phrase	A1.2	MWU|travel
estantería	bookshelf	noun	A1.2	
estas	these	det	A1.2	
estómago	stomach	noun	A1.2	health
excepto	except	noun	A1.2	
exposición	exhibition	noun	A1.2	media
extraño	strange	noun	A1.2	
falda	skirt	noun	A1.2	
falso	false	adj	A1.2	
farmacia	pharmacy	noun	A1.2	health
feliz	happy	adj	A1.2	health
fiebre	fever	noun	A1.2	health
fotografía	photography	adj	A1.2	
fue	was, went	noun	A1.2	
fácil	easy	adj	A1.2	
gafas	glasses	noun	A1.2	
galleta	cookie, biscuit	noun	A1.2	food
garaje	garage	noun	A1.2	home
gastar	to spend	verb	A1.2	
grifo	faucet, tap	noun	A1.2	
guantes	gloves	noun	A1.2	
hacia	toward	prep	A1.2	
hasta	until, to	prep	A1.2	time
hay	there is, there are	adv	A1.2	
helado	ice cream	noun	A1.2	food
hizo	did, made	noun	A1.2	
horario	schedule	noun	A1.2	travel|work
horno	oven	noun	A1.2	food|home
huevo	egg	noun	A1.2	food
iglesia	church	noun	A1.2	
igual...que	equal...to	phrase	A1.2	
importante	important	adj	A1.2	
imposible	impossible	adj	A1.2	
incorrecto	incorrect	adj	A1.2	
interesado	interested	noun	A1.2	finance
invierno	winter	noun	A1.2	
inútil	useless	adj	A1.2	
jardín	garden	noun	A1.2	home
lavadora	washing machine	noun	A1.2	home
lavarse	to wash oneself	verb	A1.2	reflexive
lavavajillas	dishwasher	noun	A1.2	home
lechuga	lettuce	noun	A1.2	food
levantarse	to get up	verb	A1.2	reflexive
librería	bookstore	noun	A1.2	
llave	key	noun	A1.2	home|travel
llaves	keys	noun	A1.2	home
llegada	arrival	noun	A1.2	travel
llevar	to wear, carry, take, to carry	verb	A1.2	health
lluvia	rain	noun	A1.2	nature
lo	him, it - masculine, it (masculine)	pron	A1.2	
luego	later, then	adv	A1.2	nature|time
lámpara	lamp	noun	A1.2	home
mano	hand	noun	A1.2	health
manta	blanket	noun	A1.2	home
maquillarse	to put on makeup	verb	A1.2	reflexive
mayor	older, bigger	adj	A1.2	society
me	me	pron	A1.2	
medicina	medicine	noun	A1.2	health
mejor	better, best	adj	A1.2	
menor	younger, smaller	adj	A1.2	society
menos...que	less...than	phrase	A1.2	comparison
menú	menu	noun	A1.2	food
mercado	market	noun	A1.2	
microondas	microwave	noun	A1.2	food|home
mientras	while	conj	A1.2	time
montaña	mountain	noun	A1.2	nature
motocicleta	motorcycle	noun	A1.2	travel
museo	museum	noun	A1.2	media
más o menos	more or less	phrase	A1.2	MWU
más...que	more...than	phrase	A1.2	comparison
nada	nothing	pron	A1.2	
nadar	to swim	verb	A1.2	media
nadie	no one, nobody	pron	A1.2	
nariz	nose	noun	A1.2	health
necesario	necessary	adj	A1.2	
nervioso	nervous	adj	A1.2	health
nieve	snow	adv	A1.2	nature|time
normal	normal	noun	A1.2	
nos	us	pron	A1.2	
nube	cloud	noun	A1.2	nature
número de talla	size number	phrase	A1.2	MWU
ocupado	busy	noun	A1.2	
oferta	offer, sale	noun	A1.2	finance
ojo	eye	noun	A1.2	health
oreja	ear	noun	A1.2	health
orgulloso	proud	adj	A1.2	
os	you all - Spain object	pron	A1.2	health
otoño	autumn, fall	noun	A1.2	
oír	to hear	verb	A1.2	health|media
panadería	bakery	noun	A1.2	
pantalones	pants, trousers	noun	A1.2	tech
papa	potato	noun	A1.2	food
paraguas	umbrella	noun	A1.2	
parecido	similar	adj	A1.2	
pared	wall	noun	A1.2	home
parque	park	noun	A1.2	nature
pasado mañana	day after tomorrow	phrase	A1.2	MWU|time
pasajero	passenger	noun	A1.2	travel
pasta	pasta	noun	A1.2	food
pedir	to order, ask for	verb	A1.2	food
peinarse	to comb one's hair	verb	A1.2	health|reflexive
peligro	danger	noun	A1.2	
peor	worse, worst	adj	A1.2	
perfecto	perfect	adj	A1.2	
permitido	allowed	noun	A1.2	
pie	foot	noun	A1.2	health
piel	skin	noun	A1.2	health
pierna	leg	noun	A1.2	health
pintar	to paint	verb	A1.2	health
piso	floor, apartment	adv	A1.2	home
playa	beach	noun	A1.2	nature
plaza	square	noun	A1.2	
poder	can, to be able to	verb	A1.2	
pollo	chicken	noun	A1.2	food
poner	to put, place	verb	A1.2	
ponerse	to put on [clothing], to put on	verb	A1.2	reflexive
por supuesto	of course	phrase	A1.2	MWU|education
posible	possible	adj	A1.2	
postre	dessert	noun	A1.2	food
precio	price	noun	A1.2	food
preocupado	worried	adj	A1.2	health
primavera	spring	noun	A1.2	
probar	to try, test, to taste	verb	A1.2	education|food
probar	se) (to try on, to taste, to try	verb	A1.2	food
prohibido	forbidden	noun	A1.2	
pronto	soon	adv	A1.2	time
propietario	owner	noun	A1.2	home
propina	tip	noun	A1.2	food
puente	bridge	noun	A1.2	
puesto que	since, given that	phrase	A1.2	MWU|time
queso	cheese	noun	A1.2	food
quitarse	to take off [clothing], to take off	verb	A1.2	reflexive
raro	rare, strange	noun	A1.2	
receta	prescription, recipe	noun	A1.2	health
refrigerador	refrigerator	noun	A1.2	home
reloj	watch, clock	noun	A1.2	home
reserva	reservation	noun	A1.2	food
resfriado	cold	adj	A1.2	health
ropa	clothing	noun	A1.2	
saber	to know, knowledge, to know (facts)	verb	A1.2	time
sal	salt	noun	A1.2	food
sala	living room	noun	A1.2	home
salida	exit, departure	noun	A1.2	travel
seguro	sure, confident	adj	A1.2	
según	according to	prep	A1.2	
semáforo	traffic light	noun	A1.2	
sentir	to feel, regret	verb	A1.2	
servir	to serve	verb	A1.2	food|work
sillón	armchair	noun	A1.2	home
simple	simple	adj	A1.2	tech
sofá	sofa	noun	A1.2	home
sol	sun	noun	A1.2	nature
solamente	only	adv	A1.2	
sombrero	hat	noun	A1.2	
sopa	soup	adv	A1.2	food
sorprendido	surprised	adj	A1.2	
tal como	just as	phrase	A1.2	MWU
tal vez	perhaps, maybe	phrase	A1.2	MWU
también	also	adv	A1.2	
tampoco	neither, not either	verb	A1.2	
tan...como	as...as	phrase	A1.2	comparison
tanto como	as much as	phrase	A1.2	MWU
taxi	taxi	noun	A1.2	travel
te	you - informal object, you	pron	A1.2	
teatro	theater	noun	A1.2	media
techo	ceiling	noun	A1.2	home
televisor	TV set	noun	A1.2	
tener que	to have to	phrase	A1.2	MWU
tiempo	weather, time	noun	A1.2	time
tocar	to play, touch, to play (instrument)	verb	A1.2	media
todavía	still, yet	adv	A1.2	time
todavía no	not yet	phrase	A1.2	MWU|time
tomate	tomato	noun	A1.2	food
traer	to bring	verb	A1.2	food
tranquilo	calm	adj	A1.2	health
triste	sad	adj	A1.2	health
tuvo	had	noun	A1.2	
típico	typical	noun	A1.2	
varias	several	noun	A1.2	
vecino	neighbor	noun	A1.2	home
verano	summer	noun	A1.2	
verdura	vegetable	noun	A1.2	food
vestido	dress	noun	A1.2	
vestirse	to get dressed	verb	A1.2	home|reflexive
viento	wind	noun	A1.2	nature
vio	saw	noun	A1.2	
ya	already	adj	A1.2	time
ya no	not anymore, no longer	phrase	A1.2	MWU|time
zanahoria	carrot	noun	A1.2	food
zapatos	shoes	noun	A1.2	
útil	useful	adj	A1.2	
aburrimiento	boredom	noun	A2.1	
aburrirse	to be bored	verb	A2.1	reflexive
acampar	to camp	verb	A2.1	
acceso	access	noun	A2.1	tech
actriz	actor, actress	noun	A2.1	media
adjunto	attachment	noun	A2.1	tech
aduana	customs	noun	A2.1	travel
aficionada	fan	noun	A2.1	sports
aire	air	noun	A2.1	nature
ajedrez	chess	noun	A2.1	sports
albergue	hostel	noun	A2.1	travel
alegrarse	to be glad	verb	A2.1	reflexive
alegría	joy, happiness	noun	A2.1	
alivio	relief	noun	A2.1	
altura	height	noun	A2.1	
alumna	student, pupil	adv	A2.1	education
amiga	friend	noun	A2.1	society
amistad	friendship	noun	A2.1	society
amor	love	noun	A2.1	
anchura	width	noun	A2.1	
anfitriona	host	noun	A2.1	society
animar	to cheer, encourage	verb	A2.1	
anulado	cancelled	noun	A2.1	travel
aplaudir	to applaud	verb	A2.1	media|sports
aplicación	application, app	noun	A2.1	tech|work
aprender	to learn	verb	A2.1	education|health
aprobar	to pass	verb	A2.1	education
archivo	file	noun	A2.1	tech|work
arte	art	noun	A2.1	education|media
artes marciales	martial arts	phrase	A2.1	MWU|media
artista	artist	noun	A2.1	media
asignatura	subject	noun	A2.1	education
asustarse	to get scared	verb	A2.1	reflexive
atletismo	athletics	noun	A2.1	sports
autora	author	noun	A2.1	media
billar	billiards	verb	A2.1	food
biología	biology	noun	A2.1	education
boda	wedding	noun	A2.1	society
bolos	bowling	noun	A2.1	sports
borrar	to delete, erase	verb	A2.1	tech
bosque	forest	noun	A2.1	nature
boxeo	boxing	noun	A2.1	sports
bricolaje	DIY, home improvement	noun	A2.1	home
bucear	to dive, snorkel	verb	A2.1	
buceo	diving	noun	A2.1	sports
béisbol	baseball	noun	A2.1	media|sports
caballo	horse	noun	A2.1	nature
caer	to fall	verb	A2.1	
cama doble	double bed	phrase	A2.1	MWU|travel
cama individual	single bed	phrase	A2.1	MWU|travel
cambio	exchange	noun	A2.1	
campeona	champion	noun	A2.1	
campeonato	championship	noun	A2.1	sports
camping	campsite	noun	A2.1	
cancelar	to cancel	verb	A2.1	travel
canción	song	noun	A2.1	media
canotaje	canoeing	noun	A2.1	sports
capítulo	chapter	noun	A2.1	media
carpeta	folder	adj	A2.1	education|work
casada	married	noun	A2.1	society
caza	hunting	noun	A2.1	sports
cazar	to hunt	verb	A2.1	
celebración	celebration	noun	A2.1	
celos	jealousy	noun	A2.1	
centímetro	centimeter	noun	A2.1	
cerdo	pig	noun	A2.1	nature
ciclismo	cycling	noun	A2.1	sports
cielo	sky	noun	A2.1	nature
ciencias	sciences, science	noun	A2.1	education
cita	date, appointment	noun	A2.1	
clase	class	noun	A2.1	education|reflexive
cliente	client, customer	noun	A2.1	education|work
coleccionar	to collect	verb	A2.1	
colega	colleague	noun	A2.1	work
